EGFR,PI3K_AKT,mTOR,MEK_ERK,PKC,TGFb-SMAD,STAT3,DPD_NC,DPD_LB
0,0.52357980711879,0.530582408013418,0.522822535801908,0.523065348927214,0.515241496627402,0,0,0
0.469328272783428,0,0.470084394629894,0.466068516103887,0,0.464478196446738,0.46467700481061,0,0
0,0,0,0,0,0,0,0,0
0.457148310277018,0.453371941921623,0.461740056058249,0,0,0.456770450558146,0.453703223037895,0,0
0.0661166940084335,0,0,0,0,0,0,0,0
0.0864735786638027,0,0,0,0,0,0,0,0
0.0897228177792224,0,0,0,0,0,0,0,0
0,0.432194300743601,0.441697777989664,0.43871645963986,0.435370902325254,0.439466971153053,0.43825418733715,0,0
0,0.460291438061942,0.463448300552935,0.465740322171288,0.476737129749303,0.463837944423379,0.474810576120153,0,0
