EGFR,PI3K_AKT,mTOR,MEK_ERK,PKC,TGFb-SMAD,STAT3,DPD_NC,DPD_LB
0,1,1,1,0.764167809364473,1,0.0115267987508494,0,0
1,0,0.853939278372388,1,0.00257956561231654,1,1,0,0
0,0,0,0,0,0,0,0,0
1,1,1,0,0,1,1,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0
0,0.999999999999999,0.999999999999999,0.999999999999999,0,0.999999999999999,0,0,0
0,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0,0
