,iEGFR,iPI3K,iMEK,iPKC
EGFR,-0.000786534872380781,0.00943224460580922,0.06934563922435667,0.05183758343786556
PI3K_AKT,-0.004847013403394435,-0.24457975579173363,-0.0018113984106105261,-0.017182864575552813
MEK_ERK,-0.07827391233143179,-0.04591279054970658,-0.3070605222206535,-0.019562780456091156
PKC,0.006396679014536448,-0.06657555057076552,-0.03196870505258319,-0.21678008727587447
DPD_LB,0,0,0,0
DPD_canc,0,0,0,0
