,iEGFR,iPI3K,iMEK,iPKC
EGFR,-0.06711582875303139,-0.04688425795444963,-0.05903525357331793,0.13731225080483725
PI3K_AKT,-0.08680571726805347,-0.3132263749763,0.010226160656936264,0.04320366718060996
MEK_ERK,-0.07797588296940094,-0.07874987289149364,-0.4764315477628067,0.06737768054952223
PKC,-0.022249794483932175,-0.07690625071009059,-0.0017264680378277764,-0.08113045155539911
DPD_LB,0,0,0,0
DPD_canc,0,0,0,0
