,iEGFR,iPI3K,iMEK,iPKC
EGFR,0.41002686148657735,0.20639585135384508,0.23784407101762134,0.3678530690857502
PI3K_AKT,0.2528031082437373,0.12087493798455472,0.15705789024473216,0.20401876218358148
MEK_ERK,0.1783914708477295,-0.06259785107428244,0.09600678517309931,0.012651554266840871
PKC,0.23998377147155375,-0.24073365228268134,0.17395850906047078,0.09073735942572116
DPD_LB,0,0,0,0
DPD_canc,0,0,0,0
