,iEGFR,iPI3K,iMEK,iPKC
EGFR,-0.11978714535684404,-0.0491375117598636,-0.13794602738778303,0.10390783412041621
PI3K_AKT,-0.07602046237828775,-0.037326456826775344,-0.044577122824146304,0.005628053782633597
MEK_ERK,-0.05031900704210337,0.016525014145835227,-0.5453491029128297,-0.04690371552498649
PKC,-0.0605676748045319,0.00814389715394687,-0.10198053392849878,-0.587825980485892
DPD_LB,0,0,0,0
DPD_canc,0,0,0,0
