,iEGFR,iPI3K,iMEK,iPKC
EGFR,-0.25658610545029176,-0.16304356879141155,0.0034458990709397997,0.19812750817438285
PI3K_AKT,,,,
MEK_ERK,-0.2517639372614151,-0.04378330204979162,-0.3317271524145093,-0.005068665359414879
PKC,-0.5687030336082683,-0.13265185561551446,-0.17123623141786645,-0.2163579671596925
DPD_LB,-0.1536621877633371,-0.18585942911273837,0.3272968185901635,0.10815015161948249
DPD_Canc,0.13114085821427102,0.09402673480470619,-0.4737903652597255,-0.528081422600269
