,iEGFR,iPI3K,iMEK,iPKC
EGFR,0.03134436240052435,-0.03394897751446244,-0.004411700605308941,0.07572778669708463
PI3K_AKT,,,,
MEK_ERK,0.0935591077163066,0.04723578593452359,-0.061614508913985774,0.06676733991974948
PKC,0.00019117960277356642,-0.2137721038151279,0.06353395717113441,-0.18994670477572254
DPD_LB,0.09712404945284495,0.12502104201309955,0.2105130823177591,0.09836740932948032
DPD_Canc,-0.24427432447400035,-0.32249168000415146,-0.22082013848770193,-0.2663488094369723
