,iEGFR,iPI3K,iMEK,iPKC
EGFR,-0.058517431239064846,0.008288621820189046,-0.14538463063380067,0.015837780076754803
PI3K_AKT,-0.07498036244544806,-0.07685698312262391,0.03260484583823913,0.057656971587871995
MEK_ERK,-0.02457516560589093,0.00862239025442208,-0.2536313269147495,0.01752310881085568
PKC,-0.06973409337742507,-0.049514396159397345,-0.04757976036159294,-0.2667791224299184
DPD_LB,0,0,0,0
DPD_canc,0,0,0,0
