,iEGFR,iPI3K,iMEK,iPKC
EGFR,-0.09464254159610933,-0.01549800897209887,0.03846085218072232,0.1560715303689279
PI3K_AKT,,,,
MEK_ERK,-0.09508566235417859,0.01278183454643792,-0.07046286717415827,0.0403268088597772
PKC,-0.013560187080207257,0.07191336994607873,0.09840067908070911,-0.16706208350872526
DPD_LB,0,0,0,0
DPD_canc,0,0,0,0
