,iEGFR,iPI3K,iMEK,iPKC
EGFR,-0.1646200897940282,-0.032028841432842,-0.02537760840267478,0.148301961278649
PI3K_AKT,-0.1330730417234273,-0.1376603115094577,0.05205692815110077,-0.00174790181069674
MEK_ERK,-0.23505373246548544,-0.05111189592492182,-0.1116464946402873,0.019164142455952195
PKC,-0.26989892982642977,-0.08516201465652304,0.004555678975863962,-0.3456919101749306
DPD_LB,-0.11258722624954012,-0.0956693667845058,0.07435146133458612,-0.28853897193627703
DPD_Canc,-0.11409650915928217,-0.06200791534393436,-0.7509650482529369,-0.16593317004720748
