,iEGFR,iPI3K,iMEK,iPKC
EGFR,-0.14465445391677711,-0.16863116559498992,-0.09398628550275465,-0.0005515774865194768
PI3K_AKT,-0.09052123976434626,-0.250731433062937,0.034356250862266687,0.025134334692642125
MEK_ERK,-0.0347860069781827,-0.0013962406101878807,-0.21098882277505754,0.0045549163092464765
PKC,-0.030049837343702583,-0.028902525232700465,0.02590971523982043,-0.12327075606386509
DPD_LB,-0.07406446765080141,-0.10691083355019891,-0.14071721125157238,-0.10662091637757509
DPD_Canc,-0.058624895635640904,0.008350851028207427,-0.23735640562966023,-0.10912060308149933
