,iEGFR,iPI3K,iMEK,iPKC
EGFR,-0.017242014054894235,0.0055902238571990635,-0.035634885926701394,0.01934957664557701
PI3K_AKT,-0.079733266048694,-0.1667144156973337,0.015452258638305922,0.0017502222581463533
MEK_ERK,-0.14670089112735443,-0.014941684821180232,-0.43880796559456947,0.047728264048477714
PKC,-0.009781484398647988,-0.036425218823655105,-0.030080110862064656,-0.10992821062803286
DPD_LB,0,0,0,0
DPD_canc,0,0,0,0
